BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	run	SRA_Sample_s	Sample_Name_s	sex_s	source_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s	strain_s
SAMN02642857	SRX471528	2014-02-14	800	580	SRR1170223	SRS558274	GSM1328629	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642857	SRX471528	2014-02-14	818	592	SRR1170224	SRS558274	GSM1328629	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642862	SRX471529	2014-02-14	668	486	SRR1170225	SRS558276	GSM1328630	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642862	SRX471529	2014-02-14	557	410	SRR1170226	SRS558276	GSM1328630	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642836	SRX471530	2014-02-14	532	397	SRR1170227	SRS558275	GSM1328631	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642836	SRX471530	2014-02-14	648	461	SRR1170228	SRS558275	GSM1328631	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642854	SRX471531	2014-02-14	970	730	SRR1170229	SRS558277	GSM1328632	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642854	SRX471531	2014-02-14	1106	814	SRR1170230	SRS558277	GSM1328632	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642861	SRX471532	2014-02-14	718	534	SRR1170231	SRS558278	GSM1328633	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642861	SRX471532	2014-02-14	624	481	SRR1170232	SRS558278	GSM1328633	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642842	SRX471533	2014-02-14	727	547	SRR1170233	SRS558279	GSM1328634	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642842	SRX471533	2014-02-14	864	639	SRR1170234	SRS558279	GSM1328634	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642858	SRX471534	2014-02-14	888	655	SRR1170235	SRS558280	GSM1328635	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642858	SRX471534	2014-02-14	794	579	SRR1170236	SRS558280	GSM1328635	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642859	SRX471535	2014-02-14	768	574	SRR1170237	SRS558281	GSM1328636	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642859	SRX471535	2014-02-14	696	532	SRR1170238	SRS558281	GSM1328636	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642840	SRX471536	2014-02-14	584	445	SRR1170239	SRS558282	GSM1328637	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642840	SRX471536	2014-02-14	773	576	SRR1170240	SRS558282	GSM1328637	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642864	SRX471537	2014-02-14	654	468	SRR1170241	SRS558283	GSM1328638	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642864	SRX471537	2014-02-14	594	435	SRR1170242	SRS558283	GSM1328638	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642863	SRX471538	2014-02-14	793	594	SRR1170243	SRS558284	GSM1328639	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642863	SRX471538	2014-02-14	781	599	SRR1170244	SRS558284	GSM1328639	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642843	SRX471539	2014-02-14	684	515	SRR1170245	SRS558285	GSM1328640	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642843	SRX471539	2014-02-14	746	557	SRR1170246	SRS558285	GSM1328640	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642870	SRX471540	2014-02-14	834	597	SRR1170247	SRS558286	GSM1328641	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642870	SRX471540	2014-02-14	838	596	SRR1170248	SRS558286	GSM1328641	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642865	SRX471541	2014-02-14	808	590	SRR1170249	SRS558287	GSM1328642	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642865	SRX471541	2014-02-14	745	544	SRR1170250	SRS558287	GSM1328642	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642845	SRX471542	2014-02-14	454	328	SRR1170251	SRS558288	GSM1328643	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642845	SRX471542	2014-02-14	432	317	SRR1170252	SRS558288	GSM1328643	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642868	SRX471543	2014-02-14	428	327	SRR1170253	SRS558289	GSM1328644	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642868	SRX471543	2014-02-14	343	263	SRR1170254	SRS558289	GSM1328644	F	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642866	SRX471544	2014-02-14	683	489	SRR1170255	SRS558290	GSM1328645	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642866	SRX471544	2014-02-14	651	468	SRR1170256	SRS558290	GSM1328645	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642790	SRX471545	2014-02-14	552	398	SRR1170257	SRS558292	GSM1328646	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642790	SRX471545	2014-02-14	541	387	SRR1170258	SRS558292	GSM1328646	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642813	SRX471546	2014-02-14	518	378	SRR1170259	SRS558291	GSM1328647	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642813	SRX471546	2014-02-14	657	465	SRR1170260	SRS558291	GSM1328647	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642817	SRX471547	2014-02-14	569	423	SRR1170261	SRS558293	GSM1328648	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642817	SRX471547	2014-02-14	538	397	SRR1170262	SRS558293	GSM1328648	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642793	SRX471548	2014-02-14	586	441	SRR1170263	SRS558294	GSM1328649	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642793	SRX471548	2014-02-14	688	512	SRR1170264	SRS558294	GSM1328649	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642814	SRX471549	2014-02-14	620	468	SRR1170265	SRS558295	GSM1328650	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642814	SRX471549	2014-02-14	754	563	SRR1170266	SRS558295	GSM1328650	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642818	SRX471550	2014-02-14	659	489	SRR1170267	SRS558296	GSM1328651	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642818	SRX471550	2014-02-14	603	460	SRR1170268	SRS558296	GSM1328651	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642796	SRX471551	2014-02-14	662	495	SRR1170269	SRS558297	GSM1328652	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642796	SRX471551	2014-02-14	660	502	SRR1170270	SRS558297	GSM1328652	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642815	SRX471552	2014-02-14	377	271	SRR1170271	SRS558298	GSM1328653	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642815	SRX471552	2014-02-14	387	275	SRR1170272	SRS558298	GSM1328653	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642816	SRX471553	2014-02-14	706	512	SRR1170273	SRS558299	GSM1328654	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642816	SRX471553	2014-02-14	748	526	SRR1170274	SRS558299	GSM1328654	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642794	SRX471554	2014-02-14	599	457	SRR1170275	SRS558300	GSM1328655	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642794	SRX471554	2014-02-14	540	415	SRR1170276	SRS558300	GSM1328655	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642822	SRX471555	2014-02-14	701	508	SRR1170277	SRS558301	GSM1328656	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642822	SRX471555	2014-02-14	727	523	SRR1170278	SRS558301	GSM1328656	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642820	SRX471556	2014-02-14	785	596	SRR1170279	SRS558302	GSM1328657	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642820	SRX471556	2014-02-14	907	674	SRR1170280	SRS558302	GSM1328657	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642802	SRX471557	2014-02-14	979	714	SRR1170281	SRS558303	GSM1328658	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642802	SRX471557	2014-02-14	267	204	SRR1170282	SRS558303	GSM1328658	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642802	SRX471557	2014-02-14	434	335	SRR1170283	SRS558303	GSM1328658	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642823	SRX471558	2014-02-14	1103	800	SRR1170284	SRS558304	GSM1328659	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642823	SRX471558	2014-02-14	944	709	SRR1170285	SRS558304	GSM1328659	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642823	SRX471558	2014-02-14	879	653	SRR1170286	SRS558304	GSM1328659	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642821	SRX471559	2014-02-14	632	460	SRR1170287	SRS558305	GSM1328660	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642821	SRX471559	2014-02-14	622	451	SRR1170288	SRS558305	GSM1328660	M	Liver	Liver	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642803	SRX471560	2014-02-14	939	706	SRR1170289	SRS558306	GSM1328661	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642803	SRX471560	2014-02-14	1018	758	SRR1170290	SRS558306	GSM1328661	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642825	SRX471561	2014-02-14	999	727	SRR1170291	SRS558307	GSM1328662	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642825	SRX471561	2014-02-14	279	212	SRR1170292	SRS558307	GSM1328662	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642825	SRX471561	2014-02-14	504	391	SRR1170293	SRS558307	GSM1328662	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642824	SRX471562	2014-02-14	883	631	SRR1170294	SRS558308	GSM1328663	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642824	SRX471562	2014-02-14	907	641	SRR1170295	SRS558308	GSM1328663	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642812	SRX471563	2014-02-14	784	589	SRR1170296	SRS558309	GSM1328664	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642812	SRX471563	2014-02-14	919	677	SRR1170297	SRS558309	GSM1328664	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642827	SRX471564	2014-02-14	626	478	SRR1170298	SRS558310	GSM1328665	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642827	SRX471564	2014-02-14	729	543	SRR1170299	SRS558310	GSM1328665	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642830	SRX471565	2014-02-14	848	641	SRR1170300	SRS558311	GSM1328666	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642830	SRX471565	2014-02-14	941	694	SRR1170301	SRS558311	GSM1328666	F	Muscle	Muscle	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
